"term","type","polarity"
"meio-morto","adj",-1
"meios","adj",0
"meios-doidos","adj",-1
"meios-mortos","adj",-1
"melada","adj",-1
"meladas","adj",-1
"melado","adj",-1
"melados","adj",-1
"melancolica","adj",-1
"melancolicas","adj",-1
"melancolico","adj",-1
"melancolicos","adj",-1
"melancolizar","V",-1
"melancolizar-se","V",1
"melar-se","V",1
"melhor","adj",1
"melhorar","V",0
"melhoras","adj",0
"melhores","adj",1
"melieiro","adj",1
"meliflua","adj",1
"melifluas","adj",1
"melifluo","adj",1
"melifluos","adj",1
"melindrada","adj",-1
"melindradas","adj",-1
"melindrado","adj",-1
"melindrados","adj",-1
"melindrar","V",-1
"melindrar-se","V",1
"melindrosa","adj",-1
"melindrosas","adj",-1
"melindroso","adj",-1
"melindrosos","adj",-1
"melodica","adj",1
"melodicas","adj",1
"melodico","adj",1
"melodicos","adj",1
"melodiosa","adj",1
"melodiosas","adj",1
"melodioso","adj",1
"melodiosos","adj",1
"melodramatica","adj",-1
"melodramaticas","adj",-1
"melodramatico","adj",-1
"melodramaticos","adj",-1
"melomana","adj",-1
"melomanas","adj",-1
"melomano","adj",-1
"melomanos","adj",-1
"melosa","adj",0
"melosas","adj",0
"meloso","adj",1
"melosos","adj",0
"memoranda","adj",1
"memorandas","adj",1
"memorando","adj",1
"memorandos","adj",1
"memorar","V",0
"memoraveis","adj",1
"memoravel","adj",1
"memorial","adj",1
"memoriosa","adj",1
"memoriosas","adj",1
"memorioso","adj",1
"memoriosos","adj",1
"memorizar","V",0
"memoroso","adj",1
"mencionada","adj",-1
"mencionadas","adj",-1
"mencionado","adj",-1
"mencionados","adj",-1
"mencionar","V",-1
"mendacidade","N",-1
"mendaz","adj",-1
"mendazes","adj",-1
"mendicante","adj",-1
"mendicantes","adj",-1
"mendigar","V",1
"menear","V",1
"menina","adj",0
"meninas","adj",0
"menineira","adj",0
"menineiras","adj",0
"menineiro","adj",0
"menineiros","adj",0
"menino","adj",0
"meninos","adj",0
"menor","adj",0
"menores","adj",0
"menoscabar","V",-1
"menosprecar","V",-1
"menosprezante","Adj",-1
"menosprezar","V",-1
"menosprezaveis","adj",-1
"menosprezavel","adj",-1
"menosprezo","N",-1
"mensageira","adj",-1
"mensageiras","adj",-1
"mensageiro","adj",-1
"mensageiros","adj",-1
"mensurar","V",1
"mentais","adj",0
"mental","adj",0
"mentalizar","V",1
"mentecapta","adj",-1
"mentecaptas","adj",-1
"mentecapto","adj",-1
"mentecaptos","adj",-1
"mentido","adj",1
"mentir","V",-1
"mentira","N",-1
"mentirosa","adj",-1
"mentirosa compulsiva","adj",-1
"mentirosa inveterada","adj",-1
"mentirosas","adj",-1
"mentirosas compulsivas","adj",-1
"mentirosas inveteradas","adj",-1
"mentiroso","adj",-1
"mentiroso compulsivo","adj",-1
"mentiroso inveterado","adj",-1
"mentirosos","adj",-1
"mentirosos compulsivos","adj",-1
"mentirosos inveterados","adj",-1
"mera","adj",0
"meras","adj",0
"mercadejar","V",0
"mercadologica","adj",1
"mercanciar","V",0
"mercante","adj",-1
"mercantes","adj",-1
"mercantil","adj",-1
"mercantilista","adj",-1
"mercantilistas","adj",-1
"mercantilizar","V",0
"mercantis","adj",-1
"mercenaria","adj",-1
"mercenarias","adj",-1
"mercenario","adj",-1
"mercenarios","adj",-1
"merda","N",-1
"merdoso","Adj",-1
"merecedor","adj",1
"merecedora","adj",1
"merecedoras","adj",1
"merecedores","adj",1
"merecer","V",1
"merecer o que tem","IDIOM",-1
"merecida","adj",1
"merecidas","adj",1
"merecido","adj",1
"merecidos","adj",1
"merencoria","adj",-1
"merencorias","adj",-1
"merencorio","adj",-1
"merencorios","adj",-1
"mergulhada","adj",-1
"mergulhadas","adj",-1
"mergulhado","adj",-1
"mergulhados","adj",-1
"mergulhar","V",0
"meridionais","adj",0
"meridional","adj",0
"merito","N",-1
"meritoria","adj",1
"meritorias","adj",1
"meritorio","adj",1
"meritorios","adj",1
"mero","adj",0
"meros","adj",0
"mesclar","V",0
"mesclar-se","V",1
"mesma","adj",0
"mesmas","adj",0
"mesmo","adj",0
"mesmos","adj",0
"mesquinha","adj",-1
"mesquinhas","adj",-1
"mesquinhez","N",-1
"mesquinho","adj",-1
"mesquinhos","adj",-1
"mestica","adj",-1
"mesticas","adj",-1
"mestico","adj",-1
"mesticos","adj",-1
"mestra","adj",0
"mestras","adj",0
"mestre","adj",0
"mestres","adj",0
"mesurada","adj",1
"mesuradas","adj",1
"mesurado","adj",1
"mesurados","adj",1
"mesurar","V",0
"metabolicas","adj",1
"metafisica","adj",-1
"metafisicas","adj",-1
"metafisico","adj",-1
"metafisicos","adj",-1
"metaforica","adj",0
"metaforicas","adj",0
"metaforico","adj",0
"metaforicos","adj",0
"metalinguistica","adj",0
"metalinguisticas","adj",0
"metalinguistico","adj",0
"metalinguisticos","adj",0
"metamorfosear","V",1
"metamorfosear-se","V",0
"metedica","adj",-1
"metedicas","adj",-1
"metedico","adj",-1
"metedicos","adj",-1
"meter","V",0
"meter a carroca a frente dos bois","IDIOM",-1
"meter a foice em seara alheia","IDIOM",-1
"meter a pata na poca","IDIOM",-1
"meter a viola no saco","IDIOM",-1
"meter agua","IDIOM",-1
"meter dentro de um pucaro","IDIOM",1
"meter maos a obra","IDIOM",1
"meter medo","IDIOM",-1
"meter num bolso","IDIOM",1
"meter num chinelo","IDIOM",1
"meter o carro a frente dos bois","IDIOM",-1
"meter o nariz onde nao e chamado","IDIOM",-1
"meter o pe na argola","IDIOM",-1
"meter o pe na poca","IDIOM",-1
"meter o rabinho entre as pernas","IDIOM",-1
"meter o rabo entre as pernas","IDIOM",-1
"meter os cornos a","IDIOM",-1
"meter os dedos pelos olhos de","IDIOM",-1
"meter os dedos pelos olhos dentro","IDIOM",-1
"meter os patins a","IDIOM",-1
"meter os pes pelas maos","IDIOM",-1
"meter uma cunha","IDIOM",-1
"meter-se","V",0
"meter-se as cavalitas de","IDIOM",-1
"meter-se na alheta","IDIOM",-1
"meter-se na boca do lobo","IDIOM",-1
"meter-se numa embrulhada","IDIOM",-1
"meter-se onde nao e chamado","IDIOM",-1
"meticulosa","adj",0
"meticulosas","adj",0
"meticuloso","adj",0
"meticulosos","adj",0
"metida","adj",0
"metidao","adj",-1
"metidas","adj",0
"metido","adj",0
"metidos","adj",0
"metodica","adj",1
"metodicas","adj",1
"metodico","adj",-1
"metodicos","adj",1
"metodista","adj",0
"metodistas","adj",0
"metodizar","V",1
"metodologico","adj",1
"mexer","V",1
"mexericar","V",1
"mexeriqueira","adj",-1
"mexeriqueiras","adj",-1
"mexeriqueiro","adj",-1
"mexeriqueiros","adj",-1
"mexida","adj",1
"mexidas","adj",1
"mexido","adj",1
"mexidos","adj",1
"miccional","adj",1
"midiatico","adj",1
"migalhar","V",-1
"migalheira","adj",-1
"migalheiras","adj",-1
"migalheiro","adj",-1
"migalheiros","adj",-1
"migar","V",-1
"miguelista","adj",0
"miguelistas","adj",0
"mijao","adj",-1
"mijar","V",1
"mijoes","adj",-1
"mijona","adj",-1
"mijonas","adj",-1
"milagreira","adj",0
"milagreiras","adj",0
"milagreiro","adj",0
"milagreiros","adj",0
"milagrosa","adj",1
"milagrosas","adj",1
"milagroso","adj",1
"milagrosos","adj",1
"milionaria","adj",0
"milionarias","adj",0
"milionario","adj",0
"milionarios","adj",0
"militar","V",0
"militares","adj",0
"militarista","adj",0
"militaristas","adj",0
"mimada","adj",-1
"mimadas","adj",-1
"mimado","adj",-1
"mimados","adj",-1
"mimalha","adj",-1
"mimalhas","adj",-1
"mimalho","adj",-1
"mimalhos","adj",-1
"mimar","V",1
"mimosa","adj",1
"mimosas","adj",1
"mimosear","V",1
"mimoso","adj",1
"mimosos","adj",1
"minada","adj",-1
"minadas","adj",-1
"minado","adj",-1
"minados","adj",-1
"minar","V",0
"minguada","adj",-1
"minguadas","adj",-1
"minguado","adj",-1
"minguados","adj",-1
"minguar","V",0
"minima","adj",0
"minimalista","adj",1
"minimalistas","adj",0
"minimas","adj",0
"minimo","adj",0
"minimos","adj",0
"ministrar","V",-1
"minorada","adj",0
"minoradas","adj",0
"minorado","adj",0
"minorados","adj",0
"minorar","V",0
"minorar-se","V",1
"minuciar","V",0
"minuciosa","adj",1
"minuciosas","adj",1
"minucioso","adj",1
"minuciosos","adj",1
"minudar","V",1
"minudenciar","V",0
"minuir","V",-1
"minuir-se","V",0
"minuscula","adj",-1
"minusculas","adj",-1
"minusculo","adj",0
"minusculos","adj",-1
"miope","adj",-1
"miopes","adj",-1
"mirabolante","adj",-1
"mirabolantes","adj",1
"miraculoso","adj",1
"mirar","V",1
"mirar-se","V",1
"mirifico","adj",1
"mirins","adj",1
"mirobolante","adj",1
"mirolha","adj",-1
"mirolhas","adj",-1
"mirolho","adj",-1
"mirolhos","adj",-1
"mirracao","N",-1
"mirrada","adj",-1
"mirradas","adj",-1
"mirrado","adj",-1
"mirrados","adj",-1
"misantropa","adj",-1
"misantropas","adj",-1
"misantropo","adj",-1
"misantropos","adj",-1
"misera","adj",-1
"miserabilismo","N",-1
"miserabilista","adj",-1
"miserabilistas","adj",-1
"miseranda","adj",-1
"miserandas","adj",-1
"miserando","adj",-1
"miserandos","adj",-1
"miseras","adj",-1
"miseraveis","adj",-1
"miseravel","adj",-1
"misericordiosa","adj",1
"misericordiosas","adj",1
"misericordioso","adj",1
"misericordiosos","adj",1
"misero","adj",-1
"miseros","adj",-1
"misseira","adj",0
"misseiras","adj",0
"misseiro","adj",0
"misseiros","adj",0
"missionar","V",0
"mista","adj",-1
"mistas","adj",-1
"misteriosa","adj",0
"misteriosas","adj",0
"misterioso","adj",0
"misteriosos","adj",0
"mistica","adj",0
"misticas","adj",0
"mistico","adj",1
"misticos","adj",0
"mistificar","V",0
"misto","adj",-1
"mistos","adj",-1
"misturada","adj",-1
"misturadas","adj",-1
"misturado","adj",-1
"misturados","adj",-1
"misturar","V",-1
"misturar alhos com bugalhos","IDIOM",-1
"misturar-se","V",1
"mitica","adj",1
"miticas","adj",1
"mitico","adj",1
"miticos","adj",1
"mitigar","V",0
"mitigar-se","V",1
"mitologica","adj",0
"mitologicas","adj",0
"mitologico","adj",0
"mitologicos","adj",0
"mitomana","adj",-1
"mitomanas","adj",-1
"mitomania","N",-1
"mitomano","adj",-1
"mitomanos","adj",-1
"mitrada","adj",1
"mitradas","adj",1
"mitrado","adj",1
"mitrados","adj",1
"miuda","adj",0
"miudas","adj",0
"miudear","V",0
"miudinha","adj",-1
"miudinhas","adj",-1
"miudinho","adj",-1
"miudinhos","adj",-1
"miudo","adj",0
"miudos","adj",0
"mixe","adj",-1
"mixo","adj",-1
"mobilhar","V",1
"mobilizar","V",0
"moca","adj",0
"mocada","adj",-1
"mocadas","adj",-1
"mocado","adj",-1
"mocados","adj",-1
"mocarabe","adj",0
"mocarabes","adj",0
"mocas","adj",1
"mocica","adj",1
"mocicas","adj",1
"mocico","adj",1
"mocicos","adj",1
"moco","adj",0
"mocorongas","adj",1
"mocos","adj",0
"modais","adj",0
"modal","adj",0
"modelada","adj",1
"modeladas","adj",1
"modelado","adj",1
"modelados","adj",1
"modelar","V",1
"modelares","adj",1
"modelar-se","V",1
"moderacao","N",1
"moderada","adj",1
"moderadas","adj",1
"moderado","adj",1
"moderados","adj",1
"moderar","V",0
"moderar-se","V",1
"moderna","adj",0
"modernaca","adj",1
"modernacas","adj",1
"modernaco","adj",1
"modernacos","adj",1
"modernas","adj",0
"modernista","adj",0
"modernistas","adj",0
"moderno","adj",0
"modernos","adj",0
"modesta","adj",1
"modestas","adj",1
"modestia","N",1
"modesto","adj",1
"modestos","adj",1
"modicar","V",0
"modico","adj",-1
"modificada","adj",0
"modificadas","adj",0
"modificado","adj",0
"modificados","adj",0
"modificar","V",0
"modornar","V",-1
"modorra","adj",-1
"modorrar","V",-1
"modorras","adj",-1
"modorrenta","adj",-1
"modorrentas","adj",-1
"modorrento","adj",-1
"modorrentos","adj",-1
"modorro","adj",-1
"modorros","adj",-1
"moedor","adj",-1
"moedora","adj",-1
"moedoras","adj",-1
"moedores","adj",-1
"moer","V",-1
"mofar","V",1
"mofina","adj",-1
"mofinas","adj",-1
"mofino","adj",-1
"mofinos","adj",-1
"moida","adj",-1
"moidas","adj",-1
"moido","adj",-1
"moidos","adj",-1
"moinante","adj",-1
"moinantes","adj",-1
"moirejar","V",0
"moldada","adj",-1
"moldadas","adj",-1
"moldado","adj",-1
"moldados","adj",-1
"moldar","V",0
"moldar-se","V",1
"moldaveis","adj",1
"moldavel","adj",1
"moldurar","V",0
"mole","adj",0
"molenga","adj",-1
"molengao","adj",-1
"molengas","adj",-1
"molengoes","adj",-1
"molengona","adj",-1
"molengonas","adj",-1
"molenguice","N",-1
"moleque","adj",-1
"moleques","adj",-1
"moles","adj",0
"molestada","adj",-1
"molestadas","adj",-1
"molestado","adj",-1
"molestados","adj",-1
"molestar","V",-1
"molestar-se","V",1
"molesto","adj",-1
"molestoso","adj",-1
"moleza","adj",1
"molhada","adj",0
"molhadas","adj",0
"molhado","adj",0
"molhados","adj",0
"molieresca","adj",-1
"molierescas","adj",-1
"molieresco","adj",-1
"molierescos","adj",-1
"molificar","V",0
"momentanea","adj",0
"momentaneas","adj",0
"momentaneo","adj",0
"momentaneos","adj",0
"mona","adj",-1
"monarquica","adj",0
"monarquicas","adj",0
"monarquico","adj",0
"monarquicos","adj",0
"monarquista","adj",0
"monarquistas","adj",0
"monas","adj",-1
"mondar","V",0
"mongolismo","N",-1
"mongoloide","adj",-1
"mongoloides","adj",-1
"mono","adj",-1
"monocordica","adj",1
"monocordicas","adj",-1
"monocordico","adj",-1
"monocordicos","adj",-1
"monocordio","adj",-1
"monogama","adj",0
"monogamas","adj",0
"monogamo","adj",0
"monogamos","adj",0
"monomania","N",-1
"monomaniaca","adj",-1
"monomaniacas","adj",-1
"monomaniaco","adj",-1
"monomaniacos","adj",-1
"monopolista","adj",-1
"monopolistas","adj",-1
"monopolizada","adj",-1
"monopolizadas","adj",-1
"monopolizado","adj",-1
"monopolizador","adj",-1
"monopolizadora","adj",-1
"monopolizadoras","adj",-1
"monopolizadores","adj",-1
"monopolizados","adj",-1
"monopolizar","V",0
"monos","adj",-1
"monoteista","adj",0
"monoteistas","adj",0
"monotona","adj",-1
"monotonas","adj",-1
"monotonia","N",-1
"monotonizar","V",-1
"monotono","adj",-1
"monotonos","adj",-1
"monstruosa","adj",-1
"monstruosas","adj",-1
"monstruosidade","N",-1
"monstruoso","adj",-1
"monstruosos","adj",-1
"montada","adj",0
"montadas","adj",0
"montado","adj",0
"montados","adj",0
"montar","V",1
"montear","V",1
"montes","adj",-1
"montesa","adj",-1
"monteses","adj",-1
"monumental","adj",1
"moquenca","adj",-1
"moquencas","adj",-1
"moquenco","adj",-1
"moquencos","adj",-1
"morador","adj",0
"moradora","adj",0
"moradoras","adj",0
"moradores","adj",0
"morais","adj",0
"moral","adj",0
"moralista","adj",-1
"moralistas","adj",-1
"moralizador","adj",0
"moralizadora","adj",0
"moralizadoras","adj",0
"moralizadores","adj",0
"moralizante","adj",0
"moralizantes","adj",0
"moralizar","V",1
"morar","V",1
"morbida","adj",-1
"morbidas","adj",-1
"morbidez","N",-1
"morbido","adj",-1
"morbidos","adj",-1
"morbosa","adj",-1
"morbosas","adj",-1
"morboso","adj",-1
"morbosos","adj",-1
"morcegar","V",0
"mordacidade","N",-1
"mordaz","adj",-1
"mordazes","adj",-1
"mordente","adj",-1
"mordentes","adj",-1
"morder","V",0
"morder a lingua","IDIOM",-1
"morder o isco","IDIOM",-1
"mordicar","V",-1
"mordida","adj",-1
"mordidas","adj",-1
"mordido","adj",-1
"mordidos","adj",-1
"mordiscar","V",-1
"morena","adj",0
"morenas","adj",0
"moreno","adj",0
"morenos","adj",0
"morfinomana","adj",-1
"morfinomanas","adj",-1
"morfinomania","N",-1
"morfinomano","adj",-1
"morfinomanos","adj",-1
"moribunda","adj",-1
"moribundas","adj",-1
"moribundo","adj",-1
"moribundos","adj",-1
"morigerada","adj",1
"morigeradas","adj",1
"morigerado","adj",1
"morigerados","adj",1
"morigerar","V",1
"morna","adj",0
"mornas","adj",0
"morno","adj",0
"mornos","adj",0
"morosa","adj",-1
"morosas","adj",-1
"moroso","adj",-1
"morosos","adj",-1
"morrer","V",-1
"morrer de pe","IDIOM",-1
"morrer na praia","IDIOM",-1
"morta","adj",-1
"mortais","adj",-1
"mortal","adj",-1
"mortas","adj",-1
"morte","N",-1
"mortica","adj",-1
"morticas","adj",-1
"mortico","adj",-1
"morticos","adj",-1
"mortifera","adj",-1
"mortiferas","adj",-1
"mortifero","adj",-1
"mortiferos","adj",-1
"mortificada","adj",-1
"mortificadas","adj",-1
"mortificado","adj",-1
"mortificados","adj",-1
"mortificar","V",-1
"mortinho","adj",-1
"morto","adj",-1
"mortos","adj",-1
"moscado","adj",1
"mostrada","adj",0
"mostradas","adj",0
"mostrado","adj",0
"mostrador","adj",0
"mostradora","adj",0
"mostradoras","adj",0
"mostradores","adj",0
"mostrados","adj",0
"mostrar","V",-1
"mostrar a verdadeira face","IDIOM",-1
"mostrar atitude","IDIOM",1
"mostrar dificuldades","IDIOM",-1
"mostrar-se","V",0
"motejar","V",1
"motinar","V",-1
"motinar-se","V",0
"motivacao","N",1
"motivada","adj",1
"motivadas","adj",1
"motivado","adj",1
"motivador","adj",1
"motivadora","adj",1
"motivadoras","adj",1
"motivadores","adj",1
"motivados","adj",1
"motivante","adj",0
"motivantes","adj",0
"motivar","V",1
"motor","adj",0
"motores","adj",0
"mouqueira","N",-1
"mouquice","N",-1
"moura","adj",0
"mouras","adj",0
"mourejar","V",0
"mouro","adj",0
"mouros","adj",0
"mover","V",0
"mover-se","V",0
"movida","adj",0
"movidas","adj",0
"movido","adj",0
"movidos","adj",0
"movimentada","adj",1
"movimentadas","adj",1
"movimentado","adj",1
"movimentados","adj",1
"movimentar","V",1
"muculmana","adj",0
"muculmanas","adj",0
"muculmano","adj",0
"muculmanos","adj",0
"muda","adj",0
"mudada","adj",0
"mudadas","adj",0
"mudado","adj",0
"mudados","adj",0
"mudar","V",-1
"mudar as regras a meio do jogo","IDIOM",-1
"mudar de ideias como quem muda de camisa","IDIOM",-1
"mudar-se","V",0
"mudas","adj",0
"mudez","N",-1
"mudo","adj",0
"mudos","adj",0
"mugir","V",1
"mula","adj",-1
"mulas","adj",-1
"mulata","adj",0
"mulatas","adj",0
"mulato","adj",0
"mulatos","adj",0
"mulherenga","adj",-1
"mulherengas","adj",-1
"mulherengo","adj",1
"mulherengos","adj",-1
"multifacetada","adj",1
"multifacetadas","adj",0
"multifacetado","adj",0
"multifacetados","adj",0
"multilantes","adj",1
"multilingue","adj",0
"multilingues","adj",0
"multipara","adj",0
"multiparas","adj",0
"multiparo","adj",0
"multiparos","adj",0
"multipla","adj",0
"multiplas","adj",0
"multiplicar","V",0
"multiplicar-se","V",1
"multiplice","adj",0
"multiplices","adj",0
"multiplo","adj",0
"multiplos","adj",0
"multipremiado","adj",1
"multirracial","adj",1
"multitalentosa","adj",1
"multitalentosas","adj",1
"multitalentoso","adj",1
"multitalentosos","adj",1
"munda","adj",1
"mundana","adj",-1
"mundanas","adj",-1
"mundano","adj",-1
"mundanos","adj",-1
"mundas","adj",1
"mundiais","adj",0
"mundial","adj",0
"mundificar","V",0
"mundo","adj",1
"mundos","adj",1
"mungir","V",0
"municiar","V",0
"municionar","V",0
"municipais","adj",1
"municipalista","adj",0
"municipalistas","adj",0
"munida","adj",0
"munidas","adj",0
"munido","adj",0
"munidos","adj",0
"munificente","adj",1
"munificentes","adj",1
"munifico","adj",1
"munir","V",-1
"murada","adj",-1
"muradas","adj",-1
"murado","adj",-1
"murados","adj",-1
"murcha","adj",-1
"murchar","V",-1
"murchas","adj",-1
"murchecer","V",-1
"murcho","adj",-1
"murchos","adj",-1
"murmulhar","V",1
"murmurante","adj",-1
"murmurantes","adj",-1
"murmurar","V",0
"murmurejar","V",1
"musculada","adj",1
"musculadas","adj",1
"musculado","adj",1
"musculados","adj",1
"muscular","adj",0
"musculares","adj",0
"musculosa","adj",1
"musculosas","adj",1
"musculoso","adj",1
"musculosos","adj",1
"musica","adj",1
"musicais","adj",1
"musical","adj",1
"musicas","adj",1
"musico","adj",1
"musicos","adj",1
"mussitar","V",1
"mutaveis","adj",-1
"mutavel","adj",-1
"mutilada","adj",-1
"mutiladas","adj",-1
"mutilado","adj",-1
"mutilados","adj",-1
"mutilar","V",-1
"mutualista","adj",0
"mutualistas","adj",0
"mutuar","V",0
"naba","adj",-1
"nabas","adj",-1
"nabice","N",-1
"nabo","adj",-1
"nabos","adj",-1
"nacionais","adj",0
"nacionais-comunistas","adj",0
"nacional","adj",0
"nacional-comunista","adj",0
"nacionalista","adj",0
"nacionalistas","adj",0
"nada","adj",0
"nadas","adj",0
"nado","adj",0
"nados","adj",0
"naif","adj",0
"naifs","adj",0
"naive","adj",0
"namorada","adj",1
"namoradas","adj",1
"namoradeira","adj",0
"namoradeiras","adj",0
"namoradeiro","adj",0
"namoradeiros","adj",0
"namoradica","adj",0
"namoradicas","adj",0
"namoradico","adj",0
"namoradicos","adj",0
"namorado","adj",1
"namorador","adj",0
"namoradora","adj",0
"namoradoras","adj",0
"namoradores","adj",0
"namorados","adj",1
"namorar","V",1
"namorar-se","V",1
"namoricar","V",1
"namoriscar","V",1
"nanica","adj",-1
"nanicas","adj",-1
"nanico","adj",-1
"nanicos","adj",-1
"nao acertar uma","IDIOM",-1
"nao chegar aos calcanhares de","IDIOM",-1
"nao chegar aos pes de","IDIOM",-1
"nao chegar as solas dos sapatos de","IDIOM",-1
"nao dar uma para a caixa","IDIOM",-1
"nao dizer ai nem ui","IDIOM",-1
"nao dizer coisa com coisa","IDIOM",-1
"nao dizer nada de jeito","IDIOM",-1
"nao estar a altura de","IDIOM",-1
"nao estar em si","IDIOM",-1
"nao fazer a ponta de um corno","IDIOM",-1
"nao gostar de ouvir as verdades","IDIOM",-1
"nao interessar a ninguem","IDIOM",-1
"nao mexer uma palha","IDIOM",-1
"nao morrer de amores por","IDIOM",0
"nao olhar a meios","IDIOM",-1
"nao olhar a meios para atingir os fins","IDIOM",-1
"nao perceber patavina","IDIOM",-1
"nao saber o que dizer","IDIOM",-1
"nao saber o que quer","IDIOM",-1
"nao saber onde se meteu","IDIOM",-1
"nao saber patavina","IDIOM",-1
"nao sair da cepa torta","IDIOM",-1
"nao se aprender nada com","IDIOM",-1
"nao se mexer","IDIOM",-1
"nao se sair mal","IDIOM",1
"nao ser carne nem peixe","IDIOM",-1
"nao ser levado a serio","IDIOM",-1
"nao ser peixe nem carne","IDIOM",-1
"nao ter argumentos","IDIOM",-1
"nao ter nada na cabeca","IDIOM",-1
"nao ter nada nos miolos","IDIOM",-1
"nao ter onde cair morto","IDIOM",-1
"nao ter papas na lingua","IDIOM",1
"nao ter pedalada","IDIOM",-1
"nao ter razao","IDIOM",-1
"nao ter um pingo de vergonha","IDIOM",-1
"nao ter um tostao","IDIOM",-1
"nao ter vergonha na cara","IDIOM",-1
"nao ter vergonha nenhuma","IDIOM",-1
"nao valer nada","IDIOM",-1
"nao ver um boi","IDIOM",-1
"nao ver um boi a frente dos olhos","IDIOM",-1
"nao ver um palmo a frente do nariz","IDIOM",-1
"nao virar a cara","IDIOM",1
"napoleonica","adj",0
"napoleonicas","adj",0
"napoleonico","adj",0
"napoleonicos","adj",0
"narcisista","adj",1
"narcisistas","adj",-1
"narcisistica","adj",1
"narcotica","adj",-1
"narcoticas","adj",-1
"narcotico","adj",-1
"narcoticos","adj",-1
"narcotizada","adj",-1
"narcotizadas","adj",-1
"narcotizado","adj",-1
"narcotizados","adj",-1
"narcotizar","V",-1
"nariguda","adj",-1
"narigudas","adj",-1
"narigudo","adj",-1
"narigudos","adj",-1
"narrada","adj",-1
"narradas","adj",-1
"narrado","adj",-1
"narrados","adj",-1
"narrar","V",0
"narrativo","adj",1
"nascente","adj",-1
"nascentes","adj",-1
"nascer","V",0
"nascer com o cu virado para a lua","IDIOM",1
"nascida","adj",0
"nascidas","adj",0
"nascido","adj",0
"nascidos","adj",0
"nata","adj",0
"natas","adj",0
"nativa","adj",0
"nativas","adj",1
"nativista","adj",0
"nativistas","adj",0
"nativo","adj",0
"nativos","adj",0
"nato","adj",1
"natos","adj",0
"naturais","adj",1
"natural","adj",0
"naturalizada","adj",0
"naturalizadas","adj",0
"naturalizado","adj",0
"naturalizados","adj",0
"naturista","adj",0
"naturistas","adj",0
"naufragar","V",-1
"nauseabundo","adj",-1
"nauseada","adj",-1
"nauseadas","adj",-1
"nauseado","adj",-1
"nauseados","adj",-1
"nauseante","adj",-1
"nauseantes","adj",-1
"nausear","V",-1
"nauseoso","adj",-1
"navais","adj",0
"naval","adj",0
"navegada","adj",1
"navegadas","adj",1
"navegado","adj",1
"navegados","adj",1
"navegar","V",1
"nazi","adj",-1
"nazis","adj",-1
"nazista","adj",-1
"nazistas","adj",-1
"nebulado","adj",-1
"nebulosa","adj",-1
"nebulosas","adj",-1
"nebuloso","adj",-1
"nebulosos","adj",-1
"necear","V",1
"necessaria","adj",0
"necessarias","adj",0
"necessario","adj",0
"necessarios","adj",0
"necessitada","adj",-1
"necessitadas","adj",-1
"necessitado","adj",-1
"necessitados","adj",-1
"necessitar","V",1
"necrofaga","adj",-1
"necrofagas","adj",-1
"necrofago","adj",-1
"necrofagos","adj",-1
"necrofila","adj",-1
"necrofilas","adj",-1
"necrofilo","adj",-1
"necrofilos","adj",-1
"necromante","adj",1
"nedia","adj",-1
"nedias","adj",-1
"nedio","adj",-1
"nedios","adj",-1
"nefanda","adj",-1
"nefandas","adj",-1
"nefando","adj",-1
"nefandos","adj",-1
"nefario","adj",-1
"nefasta","adj",-1
"nefastas","adj",-1
"nefasto","adj",-1
"nefastos","adj",-1
"nefelibata","adj",-1
"nefelibatas","adj",-1
"nefrotica","adj",1
"negacear","V",0
"negaceira","adj",-1
"negaceiras","adj",-1
"negaceiro","adj",-1
"negaceiros","adj",-1
"negada","adj",-1
"negadas","adj",-1
"negado","adj",-1
"negados","adj",-1
"negar","V",1
"negativa","adj",-1
"negativas","adj",-1
"negatividade","N",-1
"negativo","adj",-1
"negativos","adj",-1
"neglicencia","N",-1
"negligenciar","V",1
"negligente","adj",-1
"negligentes","adj",-1
"negociar","V",1
"negra","adj",0
"negras","adj",0
"negregada","adj",-1
"negregadas","adj",-1
"negregado","adj",-1
"negregados","adj",-1
"negrejante","adj",-1
"negrejar","V",1
"negro","adj",0
"negroide","adj",-1
"negroides","adj",-1
"negros","adj",0
"nenho","adj",-1
"neocolonialista","adj",0
"neocolonialistas","adj",0
"neodarwinista","adj",0
"neodarwinistas","adj",0
"neomalthusiana","adj",0
"neomalthusianas","adj",0
"neomalthusiano","adj",0
"neomalthusianos","adj",0
"neonazi","adj",0
"neonazis","adj",0
"neoplatonica","adj",0
"neoplatonicas","adj",0
"neoplatonico","adj",0
"neoplatonicos","adj",0
"neozelandes","adj",1
"nervos","N",-1
"nervosa","adj",-1
"nervosas","adj",-1
"nervosismo","N",-1
"nervoso","adj",-1
"nervosos","adj",-1
"nescia","adj",-1
"nescias","adj",-1
"nescio","adj",-1
"nescios","adj",-1
"nestoriana","adj",0
"nestorianas","adj",0
"nestoriano","adj",0
"nestorianos","adj",0
"neurastenica","adj",-1
"neurastenicas","adj",-1
"neurastenico","adj",-1
"neurastenicos","adj",-1
"neurologica","adj",0
"neurologicas","adj",0
"neurologico","adj",0
"neurologicos","adj",0
"neurose","N",-1
"neurotica","adj",-1
"neuroticas","adj",-1
"neurotico","adj",1
"neuroticos","adj",-1
"neutra","adj",0
"neutrais","adj",0
"neutral","adj",0
"neutralizar","V",0
"neutras","adj",0
"neutro","adj",0
